x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
-1.25,-2.75,1970-01-01 01:00:12,1970-01-01 01:00:25,1970-01-01 01:00:42,13.0,17.0,30.0
-2.25,2.75,1970-01-01 01:00:22,,,,,
-1.25,-4.25,1970-01-01 01:00:32,1970-01-01 01:00:39,1970-01-01 01:00:51,7.0,12.0,19.0
-0.75,-3.25,1970-01-01 01:00:42,1970-01-01 01:00:43,1970-01-01 01:00:48,1.0,5.0,6.0
-3.25,3.75,1970-01-01 01:00:53,,,,,
-1.75,-0.75,1970-01-01 01:01:03,,,,,
1.25,3.25,1970-01-01 01:01:13,1970-01-01 01:01:21,1970-01-01 01:02:01,8.0,40.0,48.0
-3.25,2.75,1970-01-01 01:01:23,1970-01-01 01:01:29,1970-01-01 01:02:06,6.0,37.0,43.0
3.75,3.75,1970-01-01 01:01:33,1970-01-01 01:01:39,1970-01-01 01:02:14,6.0,35.0,41.0
-0.25,-3.25,1970-01-01 01:01:43,1970-01-01 01:02:32,1970-01-01 01:02:50,49.0,18.0,67.0
0.25,-2.75,1970-01-01 01:01:53,1970-01-01 01:02:33,1970-01-01 01:03:01,40.0,28.0,68.0
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:26,1970-01-01 01:02:43,23.0,17.0,40.0
0.75,-1.75,1970-01-01 01:02:13,,,,,
-0.25,-2.75,1970-01-01 01:02:23,1970-01-01 01:02:29,1970-01-01 01:03:07,6.0,38.0,44.0
1.75,1.75,1970-01-01 01:02:33,,,,,
1.25,2.75,1970-01-01 01:02:44,,,,,
-2.25,-1.75,1970-01-01 01:02:54,1970-01-01 01:03:00,,6.0,,
0.25,-0.75,1970-01-01 01:03:04,,,,,
