x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
-0.25,-3.25,1970-01-01 01:01:43,1970-01-01 01:01:49,1970-01-01 01:02:30,0:00:06,0:00:41,0:00:47
0.25,-2.75,1970-01-01 01:01:53,1970-01-01 01:02:14,1970-01-01 01:02:51,0:00:21,0:00:37,0:00:58
-1.25,-3.25,1970-01-01 01:02:03,,,,,
0.75,-1.75,1970-01-01 01:02:13,,,,,
-0.25,-2.75,1970-01-01 01:02:23,1970-01-01 01:02:29,1970-01-01 01:02:46,0:00:06,0:00:17,0:00:23
1.75,1.75,1970-01-01 01:02:34,1970-01-01 01:04:13,1970-01-01 01:04:37,0:01:39,0:00:24,0:02:03
1.25,2.75,1970-01-01 01:02:44,1970-01-01 01:04:01,1970-01-01 01:04:29,0:01:17,0:00:28,0:01:45
-2.25,-1.75,1970-01-01 01:02:54,1970-01-01 01:02:54,1970-01-01 01:03:10,0:00:00,0:00:16,0:00:16
0.25,-0.75,1970-01-01 01:03:04,,,,,
-2.75,-3.75,1970-01-01 01:03:14,,,,,
1.75,-4.25,1970-01-01 01:03:44,,,,,
1.75,-4.25,1970-01-01 01:03:44,,,,,
-1.75,-0.25,1970-01-01 01:03:54,,,,,
-2.25,-0.25,1970-01-01 01:04:04,1970-01-01 01:04:12,1970-01-01 01:04:41,0:00:08,0:00:29,0:00:37
-2.75,-0.25,1970-01-01 01:04:15,1970-01-01 01:04:44,,0:00:29,,
-1.25,-1.25,1970-01-01 01:04:25,,,,,
2.25,-4.25,1970-01-01 01:04:35,,,,,
2.75,3.75,1970-01-01 01:04:45,,,,,
2.75,-3.75,1970-01-01 01:00:03,1970-01-01 01:00:43,1970-01-01 01:01:32,0:00:40,0:00:49,0:01:29
1.25,-4.25,1970-01-01 01:00:13,1970-01-01 01:00:37,1970-01-01 01:01:23,0:00:24,0:00:46,0:01:10
0.25,3.75,1970-01-01 01:00:23,1970-01-01 01:01:36,1970-01-01 01:01:55,0:01:13,0:00:19,0:01:32
1.25,-3.75,1970-01-01 01:00:33,1970-01-01 01:00:41,1970-01-01 01:01:07,0:00:08,0:00:26,0:00:34
-1.75,-3.75,1970-01-01 01:00:43,1970-01-01 01:00:49,1970-01-01 01:01:06,0:00:06,0:00:17,0:00:23
2.75,-1.25,1970-01-01 01:00:53,,,,,
0.25,1.75,1970-01-01 01:01:03,1970-01-01 01:01:25,1970-01-01 01:01:41,0:00:22,0:00:16,0:00:38
1.75,-2.75,1970-01-01 01:01:13,1970-01-01 01:01:21,1970-01-01 01:01:42,0:00:08,0:00:21,0:00:29
-0.25,-2.25,1970-01-01 01:01:23,1970-01-01 01:01:29,1970-01-01 01:02:51,0:00:06,0:01:22,0:01:28
2.25,2.25,1970-01-01 01:01:34,1970-01-01 01:01:39,1970-01-01 01:02:23,0:00:05,0:00:44,0:00:49
-2.25,-2.25,1970-01-01 01:01:44,1970-01-01 01:01:52,1970-01-01 01:04:12,0:00:08,0:02:20,0:02:28
-0.75,-3.75,1970-01-01 01:01:54,,,,,
-0.75,0.25,1970-01-01 01:02:04,,,,,
1.75,-1.75,1970-01-01 01:02:14,,,,,
1.75,0.75,1970-01-01 01:02:24,1970-01-01 01:02:30,1970-01-01 01:03:00,0:00:06,0:00:30,0:00:36
-2.25,2.25,1970-01-01 01:02:34,,,,,
-2.75,-4.25,1970-01-01 01:02:44,,,,,
-3.25,0.25,1970-01-01 01:02:54,1970-01-01 01:02:57,1970-01-01 01:03:12,0:00:03,0:00:15,0:00:18
1.25,3.25,1970-01-01 01:03:05,1970-01-01 01:03:06,1970-01-01 01:03:27,0:00:01,0:00:21,0:00:22
-2.75,-2.25,1970-01-01 01:03:15,,,,,
0.75,2.75,1970-01-01 01:03:25,1970-01-01 01:03:31,1970-01-01 01:04:06,0:00:06,0:00:35,0:00:41
-2.75,-0.75,1970-01-01 01:03:35,1970-01-01 01:03:41,1970-01-01 01:04:00,0:00:06,0:00:19,0:00:25
0.25,-3.75,1970-01-01 01:03:45,,,,,
-2.25,1.75,1970-01-01 01:03:55,,,,,
-2.25,-4.25,1970-01-01 01:04:05,,,,,
3.75,-4.25,1970-01-01 01:04:15,,,,,
1.75,-3.75,1970-01-01 01:04:26,,,,,
0.75,0.75,1970-01-01 01:04:36,,,,,
0.75,-0.25,1970-01-01 01:04:46,,,,,
0.25,-0.75,1970-01-01 01:04:56,,,,,
2.25,3.25,1970-01-01 01:05:06,,,,,
-0.75,0.75,1970-01-01 01:05:16,,,,,
1.75,-1.25,1970-01-01 01:00:02,1970-01-01 01:00:13,1970-01-01 01:00:56,0:00:11,0:00:43,0:00:54
2.25,2.25,1970-01-01 01:00:12,1970-01-01 01:00:13,1970-01-01 01:00:21,0:00:01,0:00:08,0:00:09
2.25,2.75,1970-01-01 01:00:22,1970-01-01 01:00:24,1970-01-01 01:00:33,0:00:02,0:00:09,0:00:11
-1.25,-3.25,1970-01-01 01:00:33,1970-01-01 01:00:39,1970-01-01 01:01:17,0:00:06,0:00:38,0:00:44
3.75,-0.25,1970-01-01 01:00:43,1970-01-01 01:00:49,1970-01-01 01:01:34,0:00:06,0:00:45,0:00:51
-4.25,-0.25,1970-01-01 01:00:53,,,,,
3.25,3.75,1970-01-01 01:01:13,1970-01-01 01:01:47,1970-01-01 01:02:08,0:00:34,0:00:21,0:00:55
0.25,2.75,1970-01-01 01:01:24,,,,,
-1.25,0.25,1970-01-01 01:01:34,1970-01-01 01:01:35,1970-01-01 01:01:50,0:00:01,0:00:15,0:00:16
-2.25,-2.25,1970-01-01 01:01:44,1970-01-01 01:01:50,1970-01-01 01:02:50,0:00:06,0:01:00,0:01:06
-2.25,-3.25,1970-01-01 01:02:04,,,,,
0.25,-2.25,1970-01-01 01:02:14,,,,,
-0.75,3.25,1970-01-01 01:02:25,,,,,
-0.75,-4.25,1970-01-01 01:03:35,,,,,
1.25,-3.25,1970-01-01 01:02:45,,,,,
1.25,-1.75,1970-01-01 01:04:26,,,,,
-3.75,3.25,1970-01-01 01:03:05,1970-01-01 01:04:26,,0:01:21,,
1.25,-1.75,1970-01-01 01:04:26,,,,,
-0.25,0.75,1970-01-01 01:03:45,,,,,
-0.75,-4.25,1970-01-01 01:03:35,,,,,
-0.25,0.75,1970-01-01 01:03:45,,,,,
2.75,0.75,1970-01-01 01:04:06,,,,,
-2.75,-2.25,1970-01-01 01:04:16,,,,,
1.25,-1.75,1970-01-01 01:04:26,,,,,
-1.25,-1.25,1970-01-01 01:04:46,1970-01-01 01:04:51,,0:00:05,,
