x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
0.25,1.75,1970-01-01 01:01:03,1970-01-01 01:02:22,1970-01-01 01:02:43,79.0,21.0,100.0
1.75,-2.75,1970-01-01 01:01:14,,,,,
-0.25,-2.25,1970-01-01 01:01:24,,,,,
2.25,2.25,1970-01-01 01:01:34,1970-01-01 01:02:38,1970-01-01 01:03:04,64.0,26.0,90.0
-2.25,-2.25,1970-01-01 01:01:44,,,,,
-0.75,-3.75,1970-01-01 01:01:54,,,,,
-0.75,0.25,1970-01-01 01:02:04,,,,,
1.75,-1.75,1970-01-01 01:02:14,,,,,
1.75,0.75,1970-01-01 01:02:24,1970-01-01 01:04:04,1970-01-01 01:04:29,100.0,25.0,125.0
-2.25,2.25,1970-01-01 01:02:34,,,,,
-2.75,-4.25,1970-01-01 01:02:44,,,,,
-3.25,0.25,1970-01-01 01:02:54,,,,,
1.25,3.25,1970-01-01 01:03:05,1970-01-01 01:04:34,1970-01-01 01:04:44,89.0,10.0,99.0
-2.75,-2.25,1970-01-01 01:03:15,,,,,
0.75,2.75,1970-01-01 01:03:25,1970-01-01 01:04:05,1970-01-01 01:04:51,40.0,46.0,86.0
-2.75,-0.75,1970-01-01 01:03:35,,,,,
0.25,-3.75,1970-01-01 01:03:45,,,,,
-2.25,1.75,1970-01-01 01:03:55,,,,,
-2.25,-4.25,1970-01-01 01:04:05,,,,,
3.75,-4.25,1970-01-01 01:04:15,,,,,
1.75,-3.75,1970-01-01 01:04:25,,,,,
0.75,0.75,1970-01-01 01:04:36,1970-01-01 01:05:00,,24.0,,
0.75,-0.25,1970-01-01 01:04:46,,,,,
0.25,-0.75,1970-01-01 01:04:56,,,,,
-2.75,2.75,1970-01-01 01:00:02,1970-01-01 01:01:35,1970-01-01 01:02:15,93.0,40.0,133.0
-1.25,-2.75,1970-01-01 01:00:12,,,,,
-2.25,2.75,1970-01-01 01:00:22,,,,,
-1.25,-4.25,1970-01-01 01:00:32,1970-01-01 01:00:53,1970-01-01 01:01:13,21.0,20.0,41.0
-0.75,-3.25,1970-01-01 01:00:42,,,,,
-3.25,3.75,1970-01-01 01:00:52,1970-01-01 01:01:39,1970-01-01 01:03:45,47.0,126.0,173.0
-1.75,-0.75,1970-01-01 01:01:02,,,,,
1.25,3.25,1970-01-01 01:01:12,,,,,
-3.25,2.75,1970-01-01 01:01:23,1970-01-01 01:01:36,1970-01-01 01:03:40,13.0,124.0,137.0
3.75,3.75,1970-01-01 01:01:33,,,,,
-0.25,-3.25,1970-01-01 01:01:43,1970-01-01 01:02:15,1970-01-01 01:03:07,32.0,52.0,84.0
0.25,-2.75,1970-01-01 01:01:53,1970-01-01 01:02:15,1970-01-01 01:02:58,22.0,43.0,65.0
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:13,1970-01-01 01:02:48,10.0,35.0,45.0
0.75,-1.75,1970-01-01 01:02:13,,,,,
-0.25,-2.75,1970-01-01 01:02:23,1970-01-01 01:02:30,1970-01-01 01:03:04,7.0,34.0,41.0
1.75,1.75,1970-01-01 01:02:33,,,,,
1.25,2.75,1970-01-01 01:02:43,,,,,
-2.25,-1.75,1970-01-01 01:02:53,,,,,
0.25,-0.75,1970-01-01 01:03:04,,,,,
-2.75,-3.75,1970-01-01 01:03:14,,,,,
1.75,-4.25,1970-01-01 01:03:24,,,,,
-0.25,0.75,1970-01-01 01:03:34,,,,,
0.75,-2.75,1970-01-01 01:03:44,,,,,
-1.75,-0.25,1970-01-01 01:03:54,1970-01-01 01:04:08,1970-01-01 01:04:31,14.0,23.0,37.0
-2.25,-0.25,1970-01-01 01:04:04,,,,,
-2.75,-0.25,1970-01-01 01:04:14,,,,,
-1.25,-1.25,1970-01-01 01:04:24,,,,,
2.25,-4.25,1970-01-01 01:04:35,,,,,
1.75,-1.25,1970-01-01 01:00:02,1970-01-01 01:00:11,1970-01-01 01:00:34,9.0,23.0,32.0
2.25,2.25,1970-01-01 01:00:12,1970-01-01 01:00:18,1970-01-01 01:00:50,6.0,32.0,38.0
2.25,2.75,1970-01-01 01:00:22,1970-01-01 01:00:31,1970-01-01 01:00:47,9.0,16.0,25.0
-1.25,-3.25,1970-01-01 01:00:32,1970-01-01 01:02:47,1970-01-01 01:03:13,135.0,26.0,161.0
3.75,-0.25,1970-01-01 01:00:43,1970-01-01 01:00:50,1970-01-01 01:01:27,7.0,37.0,44.0
-4.25,-0.25,1970-01-01 01:00:53,,,,,
3.25,-3.25,1970-01-01 01:03:55,,,,,
3.25,3.75,1970-01-01 01:01:13,1970-01-01 01:01:33,1970-01-01 01:01:47,20.0,14.0,34.0
0.25,2.75,1970-01-01 01:01:23,,,,,
-1.25,0.25,1970-01-01 01:01:34,1970-01-01 01:01:48,1970-01-01 01:01:58,14.0,10.0,24.0
-2.25,-2.25,1970-01-01 01:01:44,1970-01-01 01:02:16,1970-01-01 01:02:38,32.0,22.0,54.0
-1.25,-0.25,1970-01-01 01:04:35,1970-01-01 01:02:19,1970-01-01 01:02:33,-136.0,14.0,-122.0
-2.25,-3.25,1970-01-01 01:02:04,,,,,
0.25,-2.25,1970-01-01 01:02:14,1970-01-01 01:02:40,1970-01-01 01:03:00,26.0,20.0,46.0
-0.75,3.25,1970-01-01 01:02:24,1970-01-01 01:03:42,1970-01-01 01:04:08,78.0,26.0,104.0
-0.75,-4.25,1970-01-01 01:03:35,,,,,
1.25,-3.25,1970-01-01 01:02:44,,,,,
1.25,-1.75,1970-01-01 01:04:25,,,,,
-3.75,3.25,1970-01-01 01:03:04,,,,,
1.25,-1.75,1970-01-01 01:04:25,,,,,
-0.25,0.75,1970-01-01 01:03:45,,,,,
-0.75,-4.25,1970-01-01 01:03:35,,,,,
-0.25,0.75,1970-01-01 01:03:45,,,,,
3.25,-3.25,1970-01-01 01:03:55,,,,,
2.75,0.75,1970-01-01 01:04:05,,,,,
-2.75,-2.25,1970-01-01 01:04:15,,,,,
1.25,-1.75,1970-01-01 01:04:25,,,,,
-1.25,-1.25,1970-01-01 01:04:45,,,,,
-2.25,-1.75,1970-01-01 01:00:03,1970-01-01 01:00:28,1970-01-01 01:00:44,25.0,16.0,41.0
-2.75,-0.75,1970-01-01 01:00:13,1970-01-01 01:00:20,1970-01-01 01:00:35,7.0,15.0,22.0
0.25,1.75,1970-01-01 01:00:23,1970-01-01 01:00:29,1970-01-01 01:01:19,6.0,50.0,56.0
-1.25,4.25,1970-01-01 01:00:33,1970-01-01 01:00:45,1970-01-01 01:01:02,12.0,17.0,29.0
0.25,3.25,1970-01-01 01:00:43,,,,,
-1.75,-0.25,1970-01-01 01:00:54,1970-01-01 01:00:54,1970-01-01 01:01:34,0.0,40.0,40.0
0.25,4.25,1970-01-01 01:01:04,,,,,
-0.75,4.25,1970-01-01 01:01:14,,,,,
1.25,-1.75,1970-01-01 01:01:24,,,,,
1.25,-2.25,1970-01-01 01:01:34,,,,,
-0.75,-3.25,1970-01-01 01:01:44,1970-01-01 01:01:57,1970-01-01 01:02:22,13.0,25.0,38.0
-2.25,-2.25,1970-01-01 01:01:54,1970-01-01 01:02:00,1970-01-01 01:02:34,6.0,34.0,40.0
-1.25,-3.75,1970-01-01 01:02:04,1970-01-01 01:02:05,1970-01-01 01:02:15,1.0,10.0,11.0
2.25,3.75,1970-01-01 01:02:14,,,,,
-2.75,2.25,1970-01-01 01:02:24,,,,,
-1.25,-3.25,1970-01-01 01:02:35,1970-01-01 01:02:41,1970-01-01 01:03:05,6.0,24.0,30.0
4.25,-0.75,1970-01-01 01:02:45,,,,,
-0.75,-1.25,1970-01-01 01:02:55,1970-01-01 01:03:01,1970-01-01 01:03:29,6.0,28.0,34.0
-2.75,1.75,1970-01-01 01:03:05,,,,,
2.25,-3.25,1970-01-01 01:03:15,,,,,
-0.75,-0.25,1970-01-01 01:03:25,,,,,
1.75,-3.75,1970-01-01 01:03:35,,,,,
