x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
-0.75,-2.75,1970-01-01 01:01:52,1970-01-01 01:02:20,1970-01-01 01:02:36,0:00:28,0:00:16,0:00:44
-0.75,1.25,1970-01-01 01:02:03,,,,,
1.75,-1.75,1970-01-01 01:02:13,,,,,
1.75,0.75,1970-01-01 01:02:23,,,,,
-2.25,2.25,1970-01-01 01:02:33,,,,,
-2.75,-4.25,1970-01-01 01:02:43,,,,,
-3.25,-0.25,1970-01-01 01:02:53,,,,,
1.25,2.75,1970-01-01 01:03:03,,,,,
-2.75,-2.25,1970-01-01 01:03:13,,,,,
0.75,2.75,1970-01-01 01:03:24,,,,,
-2.75,-1.25,1970-01-01 01:03:34,,,,,
-2.75,2.75,1970-01-01 01:00:03,,,,,
-1.25,-3.75,1970-01-01 01:00:13,1970-01-01 01:00:29,1970-01-01 01:00:44,0:00:16,0:00:15,0:00:31
-2.25,2.25,1970-01-01 01:00:23,,,,,
-1.75,0.75,1970-01-01 01:00:33,1970-01-01 01:00:48,1970-01-01 01:01:13,0:00:15,0:00:25,0:00:40
-0.75,-4.25,1970-01-01 01:00:43,1970-01-01 01:02:05,1970-01-01 01:02:29,0:01:22,0:00:24,0:01:46
-3.25,3.75,1970-01-01 01:00:53,,,,,
-1.75,-1.25,1970-01-01 01:01:03,1970-01-01 01:01:16,1970-01-01 01:01:41,0:00:13,0:00:25,0:00:38
1.25,3.25,1970-01-01 01:01:13,1970-01-01 01:01:30,1970-01-01 01:02:03,0:00:17,0:00:33,0:00:50
-3.25,2.75,1970-01-01 01:01:23,,,,,
3.75,3.25,1970-01-01 01:01:33,1970-01-01 01:02:35,,0:01:02,,
-0.25,-3.75,1970-01-01 01:01:43,1970-01-01 01:02:09,1970-01-01 01:02:35,0:00:26,0:00:26,0:00:52
0.25,-3.25,1970-01-01 01:01:53,1970-01-01 01:02:33,,0:00:40,,
-1.25,-4.25,1970-01-01 01:02:03,,,,,
0.75,-1.75,1970-01-01 01:02:14,,,,,
1.25,-4.25,1970-01-01 01:02:24,,,,,
3.75,1.25,1970-01-01 01:02:34,,,,,
1.25,-3.25,1970-01-01 01:02:44,,,,,
-3.75,3.25,1970-01-01 01:02:54,,,,,
1.75,-1.25,1970-01-01 01:00:02,1970-01-01 01:00:20,1970-01-01 01:00:38,0:00:18,0:00:18,0:00:36
2.25,2.25,1970-01-01 01:00:12,1970-01-01 01:00:14,1970-01-01 01:00:52,0:00:02,0:00:38,0:00:40
2.25,2.75,1970-01-01 01:00:22,1970-01-01 01:00:23,1970-01-01 01:00:37,0:00:01,0:00:14,0:00:15
-1.25,-3.25,1970-01-01 01:00:32,1970-01-01 01:02:51,1970-01-01 01:03:21,0:02:19,0:00:30,0:02:49
3.75,-0.25,1970-01-01 01:00:43,1970-01-01 01:00:56,1970-01-01 01:01:32,0:00:13,0:00:36,0:00:49
-4.25,-0.25,1970-01-01 01:00:53,,,,,
3.25,-3.25,1970-01-01 01:01:03,1970-01-01 01:02:58,,0:01:55,,
3.25,3.75,1970-01-01 01:01:13,1970-01-01 01:01:15,1970-01-01 01:01:24,0:00:02,0:00:09,0:00:11
0.25,2.75,1970-01-01 01:01:23,,,,,
-1.25,0.25,1970-01-01 01:01:33,1970-01-01 01:02:12,1970-01-01 01:02:30,0:00:39,0:00:18,0:00:57
-2.25,-2.25,1970-01-01 01:01:43,1970-01-01 01:02:58,1970-01-01 01:03:31,0:01:15,0:00:33,0:01:48
-1.25,-0.25,1970-01-01 01:01:54,1970-01-01 01:02:16,1970-01-01 01:02:31,0:00:22,0:00:15,0:00:37
-2.25,-3.25,1970-01-01 01:02:04,,,,,
0.25,-2.25,1970-01-01 01:02:14,1970-01-01 01:02:49,1970-01-01 01:03:26,0:00:35,0:00:37,0:01:12
-0.75,3.25,1970-01-01 01:02:24,,,,,
-0.75,-4.25,1970-01-01 01:03:34,,,,,
1.25,-3.25,1970-01-01 01:02:44,,,,,
1.25,-1.75,1970-01-01 01:03:14,,,,,
-3.75,3.25,1970-01-01 01:03:04,,,,,
1.25,-1.75,1970-01-01 01:03:14,,,,,
-0.25,0.75,1970-01-01 01:03:45,,,,,
-0.75,-4.25,1970-01-01 01:03:34,,,,,
-0.25,0.75,1970-01-01 01:03:45,,,,,
0.75,-0.75,1970-01-01 01:03:55,,,,,
-2.25,-1.75,1970-01-01 01:00:02,1970-01-01 01:00:52,1970-01-01 01:01:15,0:00:50,0:00:23,0:01:13
-2.75,-0.75,1970-01-01 01:00:12,1970-01-01 01:00:41,1970-01-01 01:01:02,0:00:29,0:00:21,0:00:50
0.25,2.25,1970-01-01 01:00:22,1970-01-01 01:01:38,1970-01-01 01:01:57,0:01:16,0:00:19,0:01:35
-0.75,-3.75,1970-01-01 01:00:32,1970-01-01 01:01:07,1970-01-01 01:01:31,0:00:35,0:00:24,0:00:59
0.25,3.25,1970-01-01 01:00:42,,,,,
-1.75,-0.25,1970-01-01 01:00:52,1970-01-01 01:01:40,1970-01-01 01:01:56,0:00:48,0:00:16,0:01:04
0.25,4.25,1970-01-01 01:01:02,,,,,
-0.25,-3.75,1970-01-01 01:01:12,1970-01-01 01:02:11,1970-01-01 01:02:24,0:00:59,0:00:13,0:01:12
1.25,-1.75,1970-01-01 01:01:22,,,,,
1.25,-2.25,1970-01-01 01:01:32,,,,,
-0.75,-2.25,1970-01-01 01:01:43,1970-01-01 01:02:03,1970-01-01 01:02:41,0:00:20,0:00:38,0:00:58
-2.25,-2.25,1970-01-01 01:01:53,1970-01-01 01:02:00,1970-01-01 01:02:09,0:00:07,0:00:09,0:00:16
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:23,1970-01-01 01:02:34,0:00:20,0:00:11,0:00:31
2.25,4.25,1970-01-01 01:02:13,,,,,
-2.75,2.75,1970-01-01 01:02:23,,,,,
-1.25,-2.75,1970-01-01 01:02:33,1970-01-01 01:02:46,,0:00:13,,
-1.25,-2.25,1970-01-01 01:02:43,,,,,
4.25,-0.25,1970-01-01 01:02:53,,,,,
