x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
2.25,2.25,1970-01-01 01:00:12,1970-01-01 01:00:19,1970-01-01 01:00:25,0:00:07,0:00:06,0:00:13
2.25,2.75,1970-01-01 01:00:23,1970-01-01 01:00:24,1970-01-01 01:00:30,0:00:01,0:00:06,0:00:07
-1.25,-3.25,1970-01-01 01:00:33,1970-01-01 01:00:34,1970-01-01 01:00:42,0:00:01,0:00:08,0:00:09
3.75,-0.25,1970-01-01 01:00:43,1970-01-01 01:02:05,1970-01-01 01:02:33,0:01:22,0:00:28,0:01:50
-4.25,-0.25,1970-01-01 01:00:53,,,,,
3.25,-3.25,1970-01-01 01:01:03,1970-01-01 01:01:43,1970-01-01 01:02:38,0:00:40,0:00:55,0:01:35
3.25,3.75,1970-01-01 01:01:13,1970-01-01 01:01:32,1970-01-01 01:01:39,0:00:19,0:00:07,0:00:26
0.25,2.75,1970-01-01 01:01:23,,,,,
-1.25,0.25,1970-01-01 01:01:33,,,,,
-2.25,-2.25,1970-01-01 01:01:43,1970-01-01 01:02:40,1970-01-01 01:03:09,0:00:57,0:00:29,0:01:26
-1.25,-0.25,1970-01-01 01:01:53,,,,,
-2.25,-3.25,1970-01-01 01:02:03,,,,,
0.25,-2.25,1970-01-01 01:02:14,1970-01-01 01:02:30,1970-01-01 01:02:51,0:00:16,0:00:21,0:00:37
-0.75,3.25,1970-01-01 01:02:24,,,,,
-0.75,-4.25,1970-01-01 01:02:34,,,,,
1.25,-3.25,1970-01-01 01:02:44,,,,,
1.25,-1.75,1970-01-01 01:03:14,,,,,
-3.75,3.25,1970-01-01 01:03:04,,,,,
1.25,-1.75,1970-01-01 01:03:14,,,,,
-0.25,0.75,1970-01-01 01:03:24,,,,,
2.25,-1.75,1970-01-01 01:00:02,,,,,
2.25,2.75,1970-01-01 01:00:12,1970-01-01 01:00:26,1970-01-01 01:00:31,0:00:14,0:00:05,0:00:19
-2.75,2.75,1970-01-01 01:00:22,,,,,
1.25,3.75,1970-01-01 01:00:32,,,,,
2.75,3.75,1970-01-01 01:00:42,1970-01-01 01:01:45,1970-01-01 01:02:23,0:01:03,0:00:38,0:01:41
1.25,2.25,1970-01-01 01:00:52,1970-01-01 01:02:28,1970-01-01 01:02:41,0:01:36,0:00:13,0:01:49
-0.25,-3.25,1970-01-01 01:02:33,,,,,
0.75,0.75,1970-01-01 01:01:13,1970-01-01 01:01:49,1970-01-01 01:02:44,0:00:36,0:00:55,0:01:31
0.75,-2.25,1970-01-01 01:01:23,,,,,
2.25,-4.25,1970-01-01 01:01:33,,,,,
-0.25,4.25,1970-01-01 01:01:43,,,,,
0.25,-0.75,1970-01-01 01:01:53,,,,,
0.75,-3.75,1970-01-01 01:02:03,,,,,
2.25,0.75,1970-01-01 01:02:13,1970-01-01 01:02:59,1970-01-01 01:03:10,0:00:46,0:00:11,0:00:57
0.75,1.25,1970-01-01 01:02:23,,,,,
-0.25,-3.25,1970-01-01 01:02:33,,,,,
-1.25,4.25,1970-01-01 01:02:43,,,,,
-2.25,-2.25,1970-01-01 01:02:53,,,,,
1.25,-0.25,1970-01-01 01:03:04,1970-01-01 01:03:04,1970-01-01 01:03:09,0:00:00,0:00:05,0:00:05
2.75,-3.75,1970-01-01 01:00:03,1970-01-01 01:00:04,1970-01-01 01:00:58,0:00:01,0:00:54,0:00:55
1.25,-4.25,1970-01-01 01:00:13,1970-01-01 01:00:38,1970-01-01 01:01:09,0:00:25,0:00:31,0:00:56
0.25,3.75,1970-01-01 01:00:23,1970-01-01 01:00:24,1970-01-01 01:02:13,0:00:01,0:01:49,0:01:50
1.25,-3.75,1970-01-01 01:00:33,1970-01-01 01:00:39,1970-01-01 01:01:04,0:00:06,0:00:25,0:00:31
-1.75,-3.75,1970-01-01 01:00:43,1970-01-01 01:00:49,1970-01-01 01:01:30,0:00:06,0:00:41,0:00:47
2.75,-1.25,1970-01-01 01:00:53,,,,,
0.25,1.75,1970-01-01 01:01:03,1970-01-01 01:01:09,1970-01-01 01:02:01,0:00:06,0:00:52,0:00:58
1.75,-2.75,1970-01-01 01:01:13,,,,,
-0.25,-2.25,1970-01-01 01:01:23,1970-01-01 01:01:29,1970-01-01 01:01:37,0:00:06,0:00:08,0:00:14
2.25,2.25,1970-01-01 01:01:33,1970-01-01 01:01:39,1970-01-01 01:02:17,0:00:06,0:00:38,0:00:44
-2.25,-2.25,1970-01-01 01:01:43,1970-01-01 01:01:49,1970-01-01 01:02:52,0:00:06,0:01:03,0:01:09
-0.75,-3.75,1970-01-01 01:01:54,1970-01-01 01:02:24,1970-01-01 01:02:39,0:00:30,0:00:15,0:00:45
-0.75,0.25,1970-01-01 01:02:04,,,,,
1.75,-1.75,1970-01-01 01:02:14,,,,,
1.75,0.75,1970-01-01 01:02:24,1970-01-01 01:02:32,1970-01-01 01:02:49,0:00:08,0:00:17,0:00:25
-2.25,2.25,1970-01-01 01:02:34,,,,,
-2.75,-4.25,1970-01-01 01:02:44,,,,,
-3.25,0.25,1970-01-01 01:02:54,,,,,
1.25,3.25,1970-01-01 01:03:04,1970-01-01 01:04:29,,0:01:25,,
-2.75,-2.25,1970-01-01 01:03:14,,,,,
0.75,2.75,1970-01-01 01:03:24,,,,,
-2.75,-0.75,1970-01-01 01:03:35,,,,,
0.25,-3.75,1970-01-01 01:03:45,,,,,
-2.25,1.75,1970-01-01 01:03:55,,,,,
-2.25,-4.25,1970-01-01 01:04:05,,,,,
3.75,-4.25,1970-01-01 01:04:15,,,,,
1.75,-3.75,1970-01-01 01:04:25,,,,,
-2.25,-1.75,1970-01-01 01:00:03,1970-01-01 01:00:36,1970-01-01 01:00:51,0:00:33,0:00:15,0:00:48
-2.75,-0.75,1970-01-01 01:00:13,1970-01-01 01:00:21,1970-01-01 01:00:44,0:00:08,0:00:23,0:00:31
0.25,1.75,1970-01-01 01:00:23,1970-01-01 01:00:33,1970-01-01 01:00:57,0:00:10,0:00:24,0:00:34
-1.25,4.25,1970-01-01 01:00:33,1970-01-01 01:00:53,1970-01-01 01:01:11,0:00:20,0:00:18,0:00:38
0.25,3.25,1970-01-01 01:00:43,,,,,
-1.75,-0.25,1970-01-01 01:00:53,,,,,
0.25,4.25,1970-01-01 01:01:03,,,,,
-0.75,4.25,1970-01-01 01:01:13,,,,,
1.25,-1.75,1970-01-01 01:01:23,,,,,
1.25,-2.25,1970-01-01 01:01:34,,,,,
-0.75,-3.25,1970-01-01 01:01:44,1970-01-01 01:01:45,1970-01-01 01:02:27,0:00:01,0:00:42,0:00:43
-2.25,-2.25,1970-01-01 01:01:54,1970-01-01 01:02:06,1970-01-01 01:02:16,0:00:12,0:00:10,0:00:22
-1.25,-3.75,1970-01-01 01:02:04,,,,,
2.25,3.75,1970-01-01 01:02:14,1970-01-01 01:02:59,,0:00:45,,
-2.75,2.25,1970-01-01 01:02:24,1970-01-01 01:03:06,,0:00:42,,
-1.25,-3.25,1970-01-01 01:02:34,,,,,
4.25,-0.75,1970-01-01 01:02:44,,,,,
-0.75,-1.25,1970-01-01 01:02:54,,,,,
-2.75,1.75,1970-01-01 01:03:04,,,,,
